caseid,state_name,X_trump,X_clinton,selfvoted_2016,likely_voter,validated_voter,CC16_364_names
303210478,Minnesota,0.0,1.0,1.0,1.0,1,"yes, definitely"
303210524,Tennessee,,,,1.0,1,"yes, definitely"
303210581,Georgia,,,,1.0,0,"yes, definitely"
303210632,Georgia,,,,1.0,0,"yes, definitely"
303210653,Minnesota,0.0,1.0,1.0,1.0,0,"yes, definitely"
303210684,California,,,,1.0,1,"yes, definitely"
303210691,Washington,0.0,1.0,1.0,1.0,0,"yes, definitely"
303210919,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
303210932,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303210939,Tennessee,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211023,Maryland,,,,1.0,0,"yes, definitely"
303211049,Ohio,,,,1.0,0,"yes, definitely"
303211117,South Carolina,,,,1.0,0,"yes, definitely"
303211119,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211122,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211127,New York,,,,1.0,0,"yes, definitely"
303211131,Louisiana,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211132,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211140,Florida,,,,1.0,0,"yes, definitely"
303211169,Tennessee,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211171,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211174,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211175,Florida,,,,0.0,0,no
303211180,Michigan,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211184,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211186,Florida,,,,1.0,1,"yes, definitely"
303211207,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211215,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211226,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211231,South Carolina,,,,1.0,1,"yes, definitely"
303211245,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211252,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211256,Michigan,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211259,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211264,Arkansas,0.0,0.0,1.0,1.0,1,"yes, definitely"
303211266,Louisiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211267,Michigan,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211268,Illinois,,,,1.0,0,probably
303211269,Arizona,1.0,0.0,1.0,0.0,1,undecided
303211286,West Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211287,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211300,South Dakota,0.0,1.0,1.0,1.0,0,probably
303211302,Texas,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211304,California,,,,0.0,0,undecided
303211314,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211315,Pennsylvania,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211323,Wisconsin,0.0,1.0,1.0,1.0,1,probably
303211356,Indiana,,,,1.0,0,probably
303211362,New Mexico,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211371,North Carolina,0.0,1.0,1.0,1.0,1,probably
303211402,Minnesota,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211409,Maryland,,,,1.0,0,"yes, definitely"
303211411,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211415,Washington,,,,1.0,0,"yes, definitely"
303211435,Tennessee,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211441,California,,,,0.0,0,undecided
303211446,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211451,Texas,,,,0.0,0,undecided
303211456,Connecticut,,,,1.0,0,"yes, definitely"
303211459,California,0.0,0.0,1.0,1.0,1,"yes, definitely"
303211469,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211477,California,0.0,1.0,1.0,1.0,1,probably
303211484,Texas,0.0,1.0,1.0,1.0,1,probably
303211487,Connecticut,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211488,South Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211505,Florida,1.0,0.0,1.0,1.0,0,i already voted (early or absentee)
303211508,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211514,Virginia,,,,1.0,0,probably
303211516,Oklahoma,,,,1.0,0,"yes, definitely"
303211519,North Carolina,,,,1.0,0,"yes, definitely"
303211524,Illinois,,,,0.0,0,no
303211528,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211536,California,,,,1.0,1,"yes, definitely"
303211537,New Jersey,,,,0.0,0,no
303211542,West Virginia,,,,1.0,0,probably
303211546,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211549,Pennsylvania,,,,0.0,0,no
303211551,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211553,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211556,Texas,,,,0.0,0,undecided
303211568,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211569,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211578,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211582,Maryland,,,,0.0,0,no
303211584,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211587,Texas,,,,0.0,0,no
303211595,Indiana,,,,1.0,0,probably
303211601,Ohio,,,,0.0,0,no
303211602,Maryland,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211611,Minnesota,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211612,Arkansas,,,,0.0,0,no
303211619,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211620,South Carolina,,,,1.0,0,"yes, definitely"
303211633,Virginia,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211634,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211643,Wisconsin,,,,0.0,0,undecided
303211646,Pennsylvania,,,,1.0,0,"yes, definitely"
303211649,Louisiana,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211652,Kentucky,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211658,California,,,,1.0,1,"yes, definitely"
303211681,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211682,Kentucky,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211689,Pennsylvania,,,,1.0,1,probably
303211696,Connecticut,,,,1.0,0,probably
303211699,Tennessee,,,,0.0,0,no
303211704,Michigan,,,,1.0,0,probably
303211709,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211711,Florida,,,,1.0,0,probably
303211712,Idaho,,,,1.0,1,"yes, definitely"
303211716,Virginia,0.0,0.0,1.0,1.0,1,"yes, definitely"
303211717,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211718,Massachusetts,,,,0.0,0,no
303211723,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211729,Connecticut,,,,0.0,0,no
303211733,Arizona,,,,1.0,0,"yes, definitely"
303211735,Florida,,,,1.0,0,"yes, definitely"
303211740,Tennessee,,,,1.0,0,probably
303211758,New Jersey,,,,1.0,0,"yes, definitely"
303211761,West Virginia,,,,1.0,0,"yes, definitely"
303211763,Texas,,,,1.0,0,"yes, definitely"
303211768,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211771,Florida,0.0,1.0,1.0,1.0,0,probably
303211779,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211783,Tennessee,1.0,0.0,1.0,1.0,1,probably
303211785,Ohio,,,,1.0,0,probably
303211795,Virginia,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211798,Florida,,,,0.0,0,no
303211800,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211809,Texas,,,,0.0,0,no
303211814,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211816,Alabama,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211826,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211828,Arkansas,,,,0.0,0,undecided
303211829,Illinois,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211835,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
303211850,Indiana,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211856,California,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211857,Ohio,,,,1.0,0,"yes, definitely"
303211863,California,,,,0.0,0,no
303211870,Michigan,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211877,Virginia,0.0,0.0,1.0,1.0,1,"yes, definitely"
303211880,West Virginia,,,,0.0,0,undecided
303211889,Illinois,,,,1.0,0,probably
303211894,Georgia,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211905,Louisiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211907,California,,,,1.0,0,"yes, definitely"
303211908,Tennessee,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211911,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211924,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303211925,Minnesota,,,,1.0,0,"yes, definitely"
303211927,Indiana,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211929,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211932,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211933,Florida,,,,1.0,0,"yes, definitely"
303211935,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211941,Texas,,,,0.0,0,no
303211942,New York,,,,1.0,0,"yes, definitely"
303211943,Arizona,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211953,California,0.0,0.0,1.0,1.0,0,"yes, definitely"
303211963,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
303211966,West Virginia,0.0,1.0,1.0,1.0,0,"yes, definitely"
303211973,New York,,,,1.0,0,"yes, definitely"
303211989,California,,,,1.0,1,"yes, definitely"
303211996,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
303212000,Connecticut,,,,1.0,0,"yes, definitely"
303212013,Ohio,0.0,0.0,1.0,1.0,1,"yes, definitely"
303212014,Ohio,,,,1.0,0,probably
303212016,Kentucky,,,,1.0,1,"yes, definitely"
303212027,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212032,Oregon,,,,0.0,0,undecided
303212035,North Carolina,0.0,1.0,1.0,1.0,0,probably
303212036,Florida,1.0,0.0,1.0,1.0,0,probably
303212039,North Carolina,,,,1.0,1,"yes, definitely"
303212045,Missouri,,,,1.0,0,"yes, definitely"
303212049,Minnesota,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212050,Connecticut,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212051,Nevada,0.0,0.0,1.0,1.0,0,"yes, definitely"
303212052,Ohio,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212056,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212058,Florida,,,,1.0,0,"yes, definitely"
303212066,Pennsylvania,0.0,0.0,1.0,1.0,1,"yes, definitely"
303212072,Arizona,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212074,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212079,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212081,Tennessee,,,,0.0,0,undecided
303212083,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212088,Indiana,,,,1.0,1,"yes, definitely"
303212090,Wisconsin,,,,1.0,0,"yes, definitely"
303212097,Florida,,,,0.0,1,no
303212099,Indiana,,,,1.0,1,probably
303212102,Oklahoma,,,,0.0,0,no
303212106,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212108,Virginia,,,0.0,1.0,0,"yes, definitely"
303212116,South Carolina,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212117,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212118,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212119,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212128,Iowa,0.0,0.0,1.0,1.0,0,"yes, definitely"
303212132,Oklahoma,,,,0.0,0,no
303212138,Florida,,,,1.0,0,probably
303212140,Nevada,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212147,Texas,0.0,0.0,1.0,1.0,1,"yes, definitely"
303212148,Maine,,,,1.0,1,"yes, definitely"
303212154,Indiana,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212155,Arkansas,0.0,1.0,1.0,1.0,0,probably
303212157,North Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212159,Maryland,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212166,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212168,Georgia,,,,1.0,0,probably
303212169,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212175,North Carolina,,,,1.0,0,"yes, definitely"
303212176,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
303212182,Texas,0.0,1.0,1.0,1.0,0,probably
303212191,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212193,Ohio,,,,1.0,0,"yes, definitely"
303212198,Alabama,,,,1.0,0,probably
303212203,Wisconsin,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212204,New Jersey,,,,0.0,0,no
303212205,Georgia,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212208,Missouri,,,,1.0,0,"yes, definitely"
303212209,Maryland,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212211,Illinois,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212219,Georgia,,,,1.0,1,"yes, definitely"
303212222,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212224,Connecticut,,,,0.0,0,no
303212232,Missouri,,,,1.0,1,"yes, definitely"
303212238,California,,,,0.0,0,no
303212243,Nevada,,,,1.0,1,"yes, definitely"
303212254,Michigan,,,,1.0,1,"yes, definitely"
303212261,Georgia,,,,1.0,0,"yes, definitely"
303212264,Oregon,0.0,1.0,1.0,1.0,0,"yes, definitely"
303212274,California,,,,1.0,1,"yes, definitely"
303212277,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212280,New York,,,,1.0,1,"yes, definitely"
303212290,Mississippi,,,,1.0,0,"yes, definitely"
303212300,California,,,,1.0,1,"yes, definitely"
303212347,California,,,,0.0,0,no
303212348,California,,,,1.0,0,probably
303212391,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
303212408,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212415,Indiana,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212416,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212434,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212481,Michigan,,,,1.0,0,i already voted (early or absentee)
303212483,New York,,,,0.0,0,no
303212505,Missouri,,,,0.0,0,no
303212521,Wisconsin,0.0,1.0,1.0,1.0,1,"yes, definitely"
303212568,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212635,Tennessee,,,,1.0,0,probably
303212637,Kentucky,1.0,0.0,1.0,1.0,0,"yes, definitely"
303212727,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212748,Indiana,,,,1.0,1,"yes, definitely"
303212765,New York,0.0,0.0,1.0,1.0,0,"yes, definitely"
303212781,South Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
303212789,Illinois,1.0,0.0,1.0,1.0,0,"yes, definitely"
303212974,Georgia,,,,1.0,1,"yes, definitely"
303213043,Utah,0.0,0.0,1.0,1.0,1,"yes, definitely"
303213076,Oregon,,,,0.0,0,no
303213083,Indiana,0.0,1.0,1.0,1.0,0,"yes, definitely"
303213086,Florida,0.0,1.0,1.0,0.0,0,undecided
303213127,Pennsylvania,,,,0.0,0,no
303213148,Pennsylvania,0.0,0.0,1.0,1.0,1,"yes, definitely"
303213183,Illinois,,,,1.0,0,probably
303213188,Colorado,,,,0.0,0,no
303213245,Illinois,,,,1.0,0,"yes, definitely"
303213280,California,,,,1.0,1,"yes, definitely"
303213316,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
303213333,Oklahoma,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213443,Alabama,0.0,1.0,1.0,1.0,0,"yes, definitely"
303213466,New Jersey,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213482,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213521,Illinois,0.0,1.0,1.0,1.0,0,"yes, definitely"
303213562,Colorado,1.0,0.0,1.0,1.0,1,probably
303213565,Arizona,0.0,1.0,1.0,1.0,0,"yes, definitely"
303213578,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213588,Oregon,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213596,Texas,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213604,Indiana,0.0,0.0,1.0,1.0,1,"yes, definitely"
303213607,Arkansas,0.0,1.0,1.0,1.0,0,probably
303213633,Ohio,,,,0.0,0,undecided
303213651,Connecticut,0.0,0.0,1.0,1.0,1,"yes, definitely"
303213736,Pennsylvania,,,,1.0,0,probably
303213776,Texas,,,,,0,
303213780,California,,,,1.0,0,probably
303213853,Utah,1.0,0.0,1.0,1.0,1,"yes, definitely"
303213900,Michigan,,,,0.0,1,undecided
303213910,Tennessee,1.0,0.0,1.0,1.0,1,"yes, definitely"
303213912,Kentucky,,,,1.0,1,i already voted (early or absentee)
303213936,Ohio,,,,1.0,0,probably
303213960,Tennessee,1.0,0.0,1.0,1.0,1,"yes, definitely"
303213963,Ohio,,,,0.0,0,no
303213968,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213974,Pennsylvania,1.0,0.0,1.0,1.0,1,"yes, definitely"
303213980,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303213983,Arizona,,,,0.0,0,no
303213988,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303213995,Maryland,1.0,0.0,1.0,1.0,0,"yes, definitely"
303214056,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214071,Kentucky,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214077,Maryland,,,,1.0,0,"yes, definitely"
303214114,New Jersey,1.0,0.0,1.0,1.0,0,"yes, definitely"
303214128,Washington,,,,0.0,0,no
303214138,Illinois,,,,1.0,1,"yes, definitely"
303214142,District Of Columbia,0.0,1.0,1.0,1.0,0,probably
303214146,New Jersey,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214155,Georgia,0.0,0.0,1.0,1.0,1,"yes, definitely"
303214164,Georgia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214336,New York,1.0,0.0,1.0,1.0,0,probably
303214359,Tennessee,,,,1.0,0,probably
303214415,New Jersey,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214442,Maryland,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214466,Ohio,,,,1.0,0,"yes, definitely"
303214650,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214657,Texas,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214797,Minnesota,,,,0.0,0,no
303214802,New York,,,,1.0,0,probably
303214822,Georgia,,,,0.0,0,undecided
303214834,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214844,Georgia,,,,1.0,1,"yes, definitely"
303214845,Indiana,0.0,0.0,1.0,1.0,0,"yes, definitely"
303214846,Maine,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214853,Michigan,,,,1.0,0,"yes, definitely"
303214862,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214864,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214877,Massachusetts,,,,1.0,1,probably
303214881,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214885,Louisiana,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214886,Washington,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214889,Nevada,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214890,Georgia,,,,0.0,0,no
303214891,Ohio,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214899,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214900,Missouri,1.0,0.0,1.0,1.0,0,"yes, definitely"
303214905,California,,,,0.0,0,undecided
303214911,New Mexico,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214921,Massachusetts,,,,1.0,0,i already voted (early or absentee)
303214923,Ohio,,,,1.0,1,"yes, definitely"
303214927,Pennsylvania,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214930,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214936,South Carolina,,,,0.0,0,no
303214940,North Carolina,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214942,Maryland,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214946,Kansas,0.0,1.0,1.0,1.0,0,"yes, definitely"
303214947,Pennsylvania,0.0,0.0,1.0,1.0,1,"yes, definitely"
303214962,Georgia,1.0,0.0,1.0,1.0,0,"yes, definitely"
303214966,Maryland,0.0,1.0,1.0,0.0,1,undecided
303214967,California,0.0,0.0,1.0,1.0,1,"yes, definitely"
303214973,North Carolina,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214977,Georgia,,,,0.0,0,undecided
303214984,Pennsylvania,1.0,0.0,1.0,1.0,0,probably
303214986,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
303214991,Oklahoma,1.0,0.0,1.0,1.0,1,"yes, definitely"
303214993,Indiana,,,,0.0,0,undecided
303215005,Maryland,0.0,0.0,1.0,1.0,0,probably
303215011,Colorado,,,,1.0,0,"yes, definitely"
303215016,North Carolina,,,,1.0,0,probably
303215017,California,0.0,0.0,1.0,1.0,0,"yes, definitely"
303215018,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215025,California,,,,0.0,1,undecided
303215039,Florida,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215042,Iowa,,,,0.0,0,undecided
303215045,California,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215052,Texas,0.0,1.0,1.0,1.0,0,probably
303215053,Ohio,,,,1.0,0,"yes, definitely"
303215056,Virginia,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215068,Idaho,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215071,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215072,Virginia,,,,0.0,0,no
303215074,California,,,,1.0,0,"yes, definitely"
303215075,North Carolina,,,,1.0,0,"yes, definitely"
303215076,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215088,Virginia,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215091,Virginia,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215092,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215100,Tennessee,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215103,Florida,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215118,Florida,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215119,Wisconsin,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215121,Michigan,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215134,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215142,Pennsylvania,,,,1.0,0,"yes, definitely"
303215144,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215150,Kentucky,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215151,Georgia,,,,1.0,1,"yes, definitely"
303215154,Alabama,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215158,Pennsylvania,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215169,Delaware,,,,0.0,0,no
303215172,New York,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215173,California,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215177,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215181,New York,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215191,Alabama,0.0,1.0,1.0,0.0,0,no
303215192,New York,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215194,Utah,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215196,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215198,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215201,New York,,,,1.0,0,probably
303215203,Utah,0.0,0.0,1.0,1.0,0,"yes, definitely"
303215205,Texas,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215212,Pennsylvania,,,,1.0,0,"yes, definitely"
303215216,Washington,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215219,Texas,,,,1.0,0,"yes, definitely"
303215226,California,,,,1.0,0,probably
303215233,Illinois,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215235,Missouri,,,,1.0,0,"yes, definitely"
303215238,Arizona,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215242,New York,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215254,Indiana,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215257,Massachusetts,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215260,Missouri,,,,0.0,0,undecided
303215266,Washington,,,,1.0,1,"yes, definitely"
303215272,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215278,Colorado,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215280,Tennessee,,,,1.0,1,"yes, definitely"
303215285,Colorado,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215288,Pennsylvania,0.0,0.0,1.0,1.0,1,"yes, definitely"
303215289,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215290,Oklahoma,0.0,0.0,1.0,1.0,1,"yes, definitely"
303215291,Florida,,,,1.0,1,"yes, definitely"
303215296,Illinois,,,,1.0,0,probably
303215308,Texas,,,,0.0,0,undecided
303215315,Georgia,,,,1.0,0,"yes, definitely"
303215318,Idaho,1.0,0.0,1.0,1.0,1,i already voted (early or absentee)
303215319,Arkansas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215320,North Carolina,,,,1.0,1,"yes, definitely"
303215322,Maryland,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215328,Ohio,0.0,0.0,1.0,1.0,1,"yes, definitely"
303215330,Arizona,0.0,0.0,1.0,1.0,0,"yes, definitely"
303215334,New York,,,,1.0,0,"yes, definitely"
303215335,California,,,,1.0,0,"yes, definitely"
303215336,New York,,,,1.0,0,"yes, definitely"
303215341,Iowa,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215354,California,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215360,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215362,Texas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215367,Arkansas,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215369,Florida,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215375,Colorado,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215378,Washington,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215382,Massachusetts,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215383,Illinois,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215385,Kentucky,0.0,1.0,1.0,0.0,0,undecided
303215386,Minnesota,0.0,1.0,1.0,1.0,1,"yes, definitely"
303215392,Michigan,1.0,0.0,1.0,1.0,0,"yes, definitely"
303215394,Arkansas,,,,0.0,0,no
303215396,Ohio,1.0,0.0,1.0,1.0,1,"yes, definitely"
303215400,Virginia,0.0,1.0,1.0,1.0,0,"yes, definitely"
303215403,New York,,,,1.0,0,"yes, definitely"
303215404,Florida,0.0,0.0,1.0,1.0,0,"yes, definitely"
